year,imdb,title,clean_test,budget_2013$,binary_PASS,domgross_2013$,genres,prod_comps,overview,perc_women_producers,perc_women_directors
2012,tt0948470,the amazing spiderman,men,223220484,0,265866416.0,"['Action', 'Adventure', 'Fantasy']","['Marvel Entertainment', 'Laura Ziskin Productions', 'Columbia Pictures', 'Matt Tolmach Productions', 'Avi Arad Productions']",peter parker is an outcast high schooler abandoned by his parents as a boy leaving him to be raised by his uncle ben and aunt may like most teenagers peter is trying to figure out who he is and how he got to be the person he is today as peter discovers a mysterious briefcase that belonged to his father he begins a quest to understand his parents disappearance – leading him directly to oscorp and the lab of dr curt connors his fathers former partner as spiderman is set on a collision course with connors alter ego the lizard peter will make lifealtering choices to use his powers and shape his destiny to become a hero,0.3333333333333333,0.0
2012,tt0848228,the avengers,notalk,60878314,0,23727745.0,"['Science Fiction', 'Action', 'Adventure']",['Marvel Studios'],when an unexpected enemy emerges and threatens global safety and security nick fury director of the international peacekeeping agency known as shield finds himself in need of a team to pull the world back from the brink of disaster spanning the globe a daring recruitment effort begins,0.0,0.0
2012,tt1345836,the dark knight rises,notalk,279025606,0,454699213.0,"['Action', 'Crime', 'Drama', 'Thriller']","['Syncopy', 'Legendary Pictures', 'DC Entertainment', 'Warner Bros. Pictures']",following the death of district attorney harvey dent batman assumes responsibility for dents crimes to protect the late attorneys reputation and is subsequently hunted by the gotham city police department eight years later batman encounters the mysterious selina kyle and the villainous bane a new terrorist leader who overwhelms gothams finest the dark knight resurfaces to protect a city that has branded him an enemy,0.3333333333333333,0.0
2012,tt1560985,the devil inside,ok,1014639,1,54041622.0,"['Thriller', 'Horror']","['Room 101', 'Prototype']",in italy a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother who allegedly murdered three people during her own exorcism,0.0,0.0
2012,tt1645170,the dictator,notalk,65951507,0,60523416.0,['Comedy'],"['Four By Two Productions', 'Paramount']",the heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed,0.0,0.0
2012,tt1764651,the expendables 2,ok,101463857,1,86272883.0,"['Action', 'Adventure', 'Thriller']","['Nu Image', 'Millennium Films', 'Lionsgate', 'Thunder Road', 'Nu Boyana Film Studios']",mr church reunites the expendables for what should be an easy paycheck but when one of their men is murdered on the job their quest for revenge puts them deep in enemy territory and up against an unexpected threat,0.0,0.0
2012,tt1601913,the grey,nowomen,25365964,0,52335195.0,"['Drama', 'Thriller', 'Action', 'Adventure']","['Open Road Films', 'Scott Free Productions', '1984 Private Defense Contractors', 'Inferno Distribution', 'Chambara Pictures', 'LD Entertainment']",following a grueling fiveweek shift at an alaskan oil refinery workers led by sharpshooter john ottway are flying home for a muchneeded vacation but a brutal storm causes their plane to crash in the frozen wilderness and only eight men including ottway survive as they trek southward toward civilization and safety ottway and his companions must battle mortal injuries the icy elements and a pack of hungry wolves,0.25,0.0
2012,tt0903624,the hobbit an unexpected journey,nowomen,253659641,0,307439106.0,"['Adventure', 'Fantasy', 'Action']","['Warner Bros. Pictures', 'Metro-Goldwyn-Mayer', 'New Line Cinema', 'WingNut Films']",bilbo baggins a hobbit enjoying his quiet life is swept into an epic quest by gandalf the grey and thirteen dwarves who seek to reclaim their mountain home from smaug the dragon,0.5,0.0
2012,tt1392170,the hunger games,ok,81171085,1,413983383.0,"['Science Fiction', 'Adventure', 'Fantasy']","['Lionsgate', 'Color Force']",every year in the ruins of what was once north america the nation of panem forces each of its twelve districts to send a teenage boy and girl to compete in the hunger games  part twisted entertainment part government intimidation tactic the hunger games are a nationally televised event in which “tributes” must fight with one another until one survivor remains  pitted against highlytrained tributes who have prepared for these games their entire lives katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor haymitch abernathy  if she’s ever to return home to district 12 katniss must make impossible choices in the arena that weigh survival against humanity and life against love the world will be watching,0.5,0.0
2012,tt1649419,the impossible,men,40585543,0,19298306.0,"['Adventure', 'Drama', 'Thriller']","['Summit Entertainment', 'Apaches Entertainment', 'Canal+ España', 'ICAA', 'IVAC', 'Mediaset España', 'La Trini', 'Generalitat Valenciana', 'Telecinco Cinema', 'VS Service', 'Lionsgate']",in december 2004 closeknit family maria henry and their three sons begin their winter vacation in thailand but the day after christmas the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea followed by a wall of black water that devours everything in its path though maria and her family face their darkest hour unexpected displays of kindness and courage ameliorate their terror,0.25,0.0
2012,tt1258972,the man with the iron fists,notalk,15219578,0,15862951.0,['Action'],"['Arcade Pictures', 'Iron Fists', 'Universal Pictures']",in feudal china a blacksmith who makes weapons for a small village is put in the position where he must defend himself and his fellow villagers,0.0,0.0
2012,tt1560747,the master,notalk,38048946,0,16484994.0,['Drama'],"['Annapurna Pictures', 'The Weinstein Company', 'Ghoulardi Film Company']",freddie a volatile heavydrinking veteran who suffers from posttraumatic stress disorder finds some semblance of a family when he stumbles onto the ship of lancaster dodd the charismatic leader of a new religion he forms after world war ii,0.5,0.0
2012,tt1430626,the pirates band of misfits,notalk,55805121,0,31505670.0,"['Animation', 'Adventure', 'Family', 'Comedy']","['Sony Pictures Animation', 'Aardman', 'Columbia Pictures']",the luxuriantly bearded pirate captain is a boundlessly enthusiastic if somewhat lessthansuccessful terror of the high seas with a ragtag crew at his side and seemingly blind to the impossible odds stacked against him the captain has one dream to beat his bitter rivals black bellamy and cutlass liz to the much coveted pirate of the year award it’s a quest that takes our heroes from the shores of exotic blood island to the foggy streets of victorian london along the way they battle a diabolical queen and team up with a haplessly smitten young scientist but never lose sight of what a pirate loves best adventure,0.0,0.0
2012,tt1817273,the place beyond the pines,notalk,15219578,0,21716836.0,"['Drama', 'Crime']","['Sidney Kimmel Entertainment', 'Electric City Entertainment', 'Verisimilitude', 'Hunting Lane Films', 'Silverwood Films', 'Focus Features', 'Sierra/Affinity']",a motorcycle stunt rider considers committing a crime in order to provide for his wife and child an act that puts him on a collision course with a copturnedpolitician,0.25,0.0
2012,tt1673434,the twilight saga breaking dawn  part 2,dubious,138193773,0,296603952.0,"['Adventure', 'Fantasy', 'Drama', 'Romance']","['Summit Entertainment', 'Temple Hill Entertainment', 'Sunswept Entertainment', 'Lionsgate']",after the birth of renesmee the cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the volturi,0.6666666666666666,0.0
2012,tt1606389,the vow,ok,8866236,1,126844056.0,"['Drama', 'Romance']","['Spyglass Entertainment', 'Screen Gems']",happy young married couple paige and leo are well happy then a car accident puts paige into a lifethreatening coma upon awakening she has lost the previous five years of memories including those of her beloved leo her wedding a confusing relationship with her parents or the ending of her relationship with her exfiance despite these complications leo endeavors to win her heart again and rebuild their marriage,0.0,0.0
2012,tt1298649,the watch,men,55805121,0,34855879.0,"['Comedy', 'Action', 'Science Fiction']",['21 Laps Entertainment'],four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week but when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites they have no choice but to save their neighborhood  and the world  from total extermination,0.0,0.0
2012,tt1596365,the woman in black,notalk,15219578,0,55128651.0,"['Drama', 'Horror', 'Thriller']","['Exclusive Media', 'Hammer Film Productions', 'UK Film Council', 'Alliance Films', 'Talisman Productions', 'Cross Creek Pictures', 'Filmgate Films', 'Film i Väst']",the story follows a young lawyer arthur kipps who is ordered to travel to a remote village and sort out a recently deceased client’s papers as he works alone in the client’s isolated house kipps begins to uncover tragic secrets his unease growing when he glimpses a mysterious woman dressed only in black receiving only silence from the locals kipps is forced to uncover the true identity of the woman in black on his own leading to a desperate race against time when he discovers her true identity,0.0,0.0
2012,tt1840417,the words,notalk,6087831,0,11663106.0,"['Drama', 'Thriller']","['Also Known As Pictures', 'Animus Films', 'Benaroya Pictures', 'Serena Films', 'Waterfall Media', 'Rose Pictures']",the words follows young writer rory jansen who finally achieves long sought after literary success after publishing the next great american novel theres only one catch  he didnt write it as the past comes back to haunt him and his literary star continues to rise jansen is forced to confront the steep price that must be paid for stealing another mans work and for placing ambition and success above lifes most fundamental three words,0.0,0.0
2012,tt1621045,think like a man,ok,12175663,1,92887325.0,"['Comedy', 'Romance']",['Rainforest Entertainment'],the balance of power in four couples’ relationships is upset when the women start using the advice in steve harvey’s book act like a lady think like a man to get more of what they want from their men when the men realize that the women have gotten a hold of their relationship “playbook” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage,0.0,0.0
2012,tt1859650,to rome with love,men,21814729,0,16928587.0,"['Romance', 'Comedy', 'Drama']","['Mediapro', 'Perdido Productions', 'Medusa Film', 'Gravier Productions']",four tales unfold in the eternal city while vacationing in rome architect john encounters a young man whose romantic woes remind him of a painful incident from his own youth retired opera director jerry discovers a mortician with an amazing voice and he seizes the opportunity to rejuvenate his own flagging career a young couple have separate romantic interludes a spotlight shines on an ordinary man,0.25,0.0
2012,tt1386703,total recall,notalk,126829821,0,59739858.0,"['Action', 'Science Fiction', 'Thriller']","['Total Recall', 'Original Film', 'Prime Focus', 'Rekall Productions', 'Columbia Pictures']",welcome to rekall the company that can turn your dreams into real memories for a factory worker named douglas quaid even though hes got a beautiful wife who he loves the mindtrip sounds like the perfect vacation from his frustrating life  real memories of life as a superspy might be just what he needs but when the procedure goes horribly wrong quaid becomes a hunted man finding himself on the run from the police  controlled by chancellor cohaagen the leader of the free world  quaid teams up with a rebel fighter to find the head of the underground resistance and stop cohaagen the line between fantasy and reality gets blurred and the fate of his world hangs in the balance as quaid discovers his true identity his true love and his true fate,0.0,0.0
2012,tt1496025,underworld awakening,ok,71024700,1,63233330.0,"['Fantasy', 'Action', 'Horror']","['Screen Gems', 'Lakeshore Entertainment', 'Sketch Films', 'UW4 Productions']",having escaped years of imprisonment vampire warrioress selene finds herself in a changed world where humans have discovered the existence of both vampire and lycan clans and are conducting an allout war to eradicate both immortal species now selene must battle the humans and a frightening new breed of super lycans to ensure the death dealers survival,0.0,0.0
2012,tt1655460,wanderlust,ok,32975753,1,17541229.0,"['Comedy', 'Romance']","['Relativity Media', 'A Hot Dog', 'Apatow Productions']",rattled by sudden unemployment a manhattan couple surveys alternative living options ultimately deciding to experiment with living on a rural commune where free love rules,0.0,0.0
2012,tt1586265,what to expect when youre expecting,ok,38048946,1,41754612.0,"['Romance', 'Comedy', 'Drama']","['Lionsgate', 'Alcon Entertainment', 'Phoenix Pictures', 'What to Expect Productions']",challenges of impending parenthood turn the lives of five couples upside down two celebrities are unprepared for the surprise demands of pregnancy hormones wreak havoc on a babycrazy author while her husband tries not to be outdone by his father whos expecting twins with his young trophy wife a photographers husband isnt sure about his wifes adoption plans a onetime hookup results in a surprise pregnancy for rival foodtruck owners,0.0,0.0
2012,tt1870529,wont back down,ok,19278133,1,5388293.0,['Drama'],"['Gran Via Productions', 'Walden Media']",jamie fitzpatrick and nona alberts are two women from opposites sides of the social and economic track but they have one thing in common a mission to fix their communitys broken school and ensure a bright future for their children the two women refuse to let any obstacles stand in their way as they battle a bureaucracy thats hopelessly mired in traditional thinking and they seek to reenergize a faculty that has lost its passion for teaching,0.0,0.0
2012,tt1646987,wrath of the titans,notalk,152195785,0,84894893.0,"['Fantasy', 'Adventure']","['Thunder Road', 'Legendary Pictures', 'Cott Productions', 'Furia de Titanes II', ' A.I.E.', 'Warner Bros. Pictures']",perseus tries to live a quieter life as a village fisherman while  dangerously weakened by humanitys lack of devotion  the gods are losing control of the longimprisoned titans and their ferocious leader kronos,0.5,0.0
2012,tt1772341,wreckit ralph,ok,167415363,1,192185407.0,"['Family', 'Animation', 'Comedy', 'Adventure']","['Walt Disney Animation Studios', 'Walt Disney Pictures']",wreckit ralph is the 9foottall 643pound villain of an arcade video game named fixit felix jr in which the games titular hero fixes buildings that ralph destroys wanting to prove he can be a good guy and not just a villain ralph escapes his game and lands in heros duty a firstperson shooter where he helps the games hero battle against alien invaders he later enters sugar rush a kart racing game set on tracks made of candies cookies and other sweets there ralph meets vanellope von schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade and one that ralph may have inadvertently started,0.0,0.0
2012,tt1790885,zero dark thirty,ok,53268525,1,97121930.0,"['Thriller', 'Drama', 'History']","['Columbia Pictures', 'Annapurna Pictures', 'First Light']",a chronicle of the decadelong hunt for alqaeda terrorist leader osama bin laden after the september 2001 attacks and his death at the hands of the navy seal team 6 in may 2011,0.6666666666666666,1.0
2011,tt1622547,30 minutes or less,notalk,28999342,0,38376408.0,"['Action', 'Adventure', 'Comedy']",['Columbia Pictures'],two fledgling criminals kidnap a pizza delivery guy strap a bomb to his chest and advise him that he has mere hours to rob a bank or else,0.0,0.0
2011,tt1306980,5050,men,8285526,0,36265871.0,"['Comedy', 'Drama']","['Summit Entertainment', 'Mandate Pictures', 'Point Grey Pictures']",inspired by a true story a comedy centered on a 27yearold guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease,0.0,0.0
2011,tt1571222,a dangerous method,dubious,20713816,0,5905595.0,"['Drama', 'Thriller']","['Dangerous Method Film AG', 'Recorded Pictures Company', 'Millbrook Pictures', 'Prospero Pictures', 'Lago Film', 'The Movie Network']",seduced by the challenge of an impossible case the driven dr carl jung takes the unbalanced yet beautiful sabina spielrein as his patient jung’s weapon is the method of his master the renowned sigmund freud both men fall under sabina’s spell,0.0,0.0
2011,tt1268799,a very harold  kumar 3d christmas,notalk,20713816,0,36312387.0,['Comedy'],"['New Line Cinema', 'Mandate Pictures']",six years have elapsed since guantanamo bay leaving harold and kumar estranged from one another with very different families friends and lives but when kumar arrives on harolds doorstep during the holiday season with a mysterious package in hand he inadvertently burns down harolds fatherinlaws beloved christmas tree to fix the problem harold and kumar embark on a mission through new york city to find the perfect christmas tree once again stumbling into trouble at every single turn,0.0,0.0
2011,tt1549572,another earth,ok,181246,1,1368348.0,"['Drama', 'Science Fiction']","['Artists Public Domain', 'Fox Searchlight Pictures']",on the night of the discovery of a duplicate earth in the solar system an ambitious young student and an accomplished composer cross paths in a tragic accident,0.25,0.0
2011,tt1772240,apollo 18,nowomen,5178454,0,18318189.0,"['Horror', 'Thriller', 'Science Fiction']","['Bazelevs Production', 'Dimension Films', 'Bekmambetov Projects Ltd.']",officially apollo 17 was the last manned mission to the moon but a year later in 1973 three american astronauts were sent on a secret mission to the moon funded by the us department of defense what you are about to see is the actual footage which the astronauts captured on that mission while nasa denies its authenticity others say its the real reason weve never gone back to the moon,0.5,0.0
2011,tt1430607,arthur christmas,notalk,88033717,0,48120751.0,"['Drama', 'Animation', 'Family', 'Comedy']","['Columbia Pictures', 'Sony Pictures Animation', 'Aardman']",this movie reveals the incredible neverbefore seen answer to every childs question so how does santa deliver all those presents in one night the answer santas jim broadbents exhilarating ultrahightech operation hidden beneath the north pole but at the center of this movie is a story about a family in a state of comic dysfunction and an unlikely hero arthur james mcavoy with an urgent mission that must be completed before christmas morning dawns,0.25,1.0
2011,tt1478964,attack the block,ok,13463980,1,1060729.0,"['Action', 'Comedy', 'Science Fiction']","['UK Film Council', 'Film4 Productions', 'StudioCanal', 'Big Talk Productions', 'Stage 6 Films', 'Screen Gems']",a teen gang in a south london housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion,0.5,0.0
2011,tt1284575,bad teacher,ok,19678125,1,103872387.0,['Comedy'],"['Columbia Pictures', 'Mosaic Media Group']",a lazy incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her,0.0,0.0
2011,tt1217613,battle los angeles,notalk,72498355,0,86534481.0,"['Science Fiction', 'Action']","['Columbia Pictures', 'Relativity Media', 'Original Film', 'Sony Pictures']",when once distant ufos become a terrifying threat attacking earth a marine staff sergeant and his team take it upon themselves to face the enemy and protect what remains of the planet,0.0,0.0
2011,tt1152398,beastly,notalk,17606743,0,28860115.0,"['Drama', 'Fantasy', 'Romance']","['Storefront Films', 'CBS Films', ""Mel's Cite du Cinema""]",a modernday take on the beauty and the beast tale where a new york teen is transformed into a hideous monster in order to find true love,1.0,0.0
2011,tt1629705,blackthorn,notalk,4660609,0,207716.0,"['Adventure', 'Action', 'Western']","['Audiovisual Aval SGR', 'Quickfire Films', 'Arcadia Motion Pictures', 'Noodles Production', 'Canal+ España', 'ICAA', 'ONO', 'Ariane Mararía Films', 'Nix Films', 'Eter Pictures', 'Manto Films', 'Pegaso Producciones', 'Ibermedia European Community Program', 'TVE']",in bolivia butch cassidy now calling himself james blackthorne pines for one last sight of home an adventure that aligns him with a young robber and makes the duo a target for gangs and lawmen alike,0.0,0.0
2011,tt1478338,bridesmaids,ok,33659951,1,175142277.0,"['Comedy', 'Romance']","['Apatow Productions', 'Relativity Media']",annies life is a mess but when she finds out her lifetime best friend is engaged she simply must serve as lillians maid of honor though lovelorn and broke annie bluffs her way through the expensive and bizarre rituals with one chance to get it perfect she’ll show lillian and her bridesmaids just how far you’ll go for someone you love,0.0,0.0
2011,tt0458339,captain america the first avenger,notalk,144996710,0,182959443.0,"['Action', 'Adventure', 'Science Fiction']",['Marvel Studios'],during world war ii steve rogers is a sickly man from brooklyn whos transformed into supersoldier captain america to aid in the war effort rogers must stop the red skull – adolf hitlers ruthless head of weaponry and the leader of an organization that intends to use a mysterious device of untold powers for world domination,0.0,0.0
2011,tt1216475,cars 2,men,207138157,0,198283907.0,"['Animation', 'Family', 'Adventure', 'Comedy']","['Pixar', 'Walt Disney Pictures']",star race car lightning mcqueen and his pal mater head overseas to compete in the world grand prix race but the road to the championship becomes rocky as mater gets caught up in an intriguing adventure of his own international espionage,1.0,0.0
2011,tt1684628,circumstance,ok,932122,1,470329.0,['Drama'],"['Bago Pictures', 'Marakesh Films', 'A Space Between']",a wealthy iranian family struggles to contain a teenagers growing sexual rebellion and her brothers newfound conservatism,0.6666666666666666,1.0
2011,tt1657507,colombiana,notalk,41427631,0,37974487.0,"['Action', 'Thriller', 'Crime', 'Drama']","['A.J.O.Z. Films', 'EuropaCorp', 'Grive Productions', 'CinéCinéma', 'Canal+', 'TF1 Films Production']",after witnessing her parents’ murder as a child in bogota cataleya restrepo grows up to be a stonecold assassin she works for her uncle as a hitman by day but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target the mobster responsible for her parents death,0.0,0.0
2011,tt0816462,conan the barbarian,dubious,20713816,0,39629760.0,"['Adventure', 'Fantasy', 'Action']","['Dark Horse Entertainment', 'Nu Image', 'Paradox Entertainment', 'Nimar Studios', 'Cinema Vehicle Services', 'Millennium Films']",a quest that begins as a personal vendetta for the fierce cimmerian warrior soon turns into an epic battle against hulking rivals horrific monsters and impossible odds as conan realizes he is the only hope of saving the great nations of hyboria from an encroaching reign of supernatural evil,0.0,0.0
2011,tt1598778,contagion,ok,62141447,1,78358394.0,"['Drama', 'Thriller', 'Science Fiction']","['Participant', 'Imagenation Abu Dhabi FZ', 'Double Feature Films', 'Regency Enterprises', 'Warner Bros. Pictures']",as an epidemic of a lethal airborne virus  that kills within days  rapidly grows the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself,0.3333333333333333,0.0
2011,tt1372686,coriolanus,men,10356908,0,776396.0,"['Drama', 'Thriller']","['BBC Film', 'Synchronistic Pictures', 'Icon Entertainment International', 'Lipsync Productions', 'Atlantic Swiss Productions', 'Hermetof Pictures', 'Magna Films', 'Kalkronkie', 'Artemis Films', 'Lonely Dragon', 'Magnolia Mae Films']",caius martius aka coriolanus is an arrogant and fearsome general who has built a career on protecting rome from its enemies pushed by his ambitious mother to seek the position of consul coriolanus is at odds with the masses and unpopular with certain colleagues when a riot results in his expulsion from rome coriolanus seeks out his sworn enemy tullus aufidius together the pair vow to destroy the great city,0.2,0.0
2011,tt0409847,cowboys  aliens,notalk,168817598,0,103818215.0,"['Action', 'Science Fiction', 'Thriller', 'Western']","['DreamWorks Pictures', 'Universal Pictures', 'Reliance Entertainment', 'Relativity Media', 'Imagine Entertainment', 'K/O Paper Products', 'Fairview Entertainment', 'Platinum Studios']",a stranger stumbles into the desert town of absolution with no memory of his past and a futuristic shackle around his wrist with the help of mysterious beauty ella and the ironfisted colonel dolarhyde he finds himself leading an unlikely posse of cowboys outlaws and apache warriors against a common enemy from beyond this world in an epic showdown for survival,0.0,0.0
2011,tt1650043,diary of a wimpy kid rodrick rules,notalk,18642434,0,54579387.0,"['Family', 'Comedy']","['Color Force', 'Dune Entertainment', 'Fox 2000 Pictures', '20th Century Fox']",wimpy greg heffley now in seventh grade thinks he has it all together he has mastered middle school and gotten rid of the cheese touch however gregs older brother rodrick is itching to cut him down to size he gets the perfect opportunity when their mother tries to force the boys to bond rodrick may be gregs chief tormentor but he feels his constant pranks are just what his little brother needs to prepare him for lifes hard knocks,0.5,0.0
2011,tt1564349,dolphin tale,men,38320559,0,74866751.0,"['Drama', 'Family']","['Arc Productions', 'Alcon Entertainment']",a story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap,0.0,0.0
2011,tt1462041,dream house,ok,51784539,1,22062637.0,"['Mystery', 'Drama', 'Thriller']","['Cliffjack Motion Pictures', 'Morgan Creek Productions']",publisher will atenton quits a lucrative job in new york to relocate his wife libby and their daughters to a quaint town in new england however as they settle into their home the atentons discover that a woman and her children were murdered there and the surviving husband is the towns prime suspect with help from a neighbor who was close to the murdered family will pieces together a horrifying chain of events,0.0,0.0
2011,tt0780504,drive,dubious,15535362,0,36312033.0,"['Drama', 'Thriller', 'Crime']","['FilmDistrict', 'Bold Films', 'Marc Platt Productions', 'OddLot Entertainment', 'Motel Movies', 'Newbridge Film Capital']",driver is a skilled hollywood stuntman who moonlights as a getaway driver for criminals though he projects an icy exterior lately hes been warming up to a pretty neighbor named irene and her young son benicio when irenes husband gets out of jail he enlists drivers help in a milliondollar heist the job goes horribly wrong and driver must risk his life to protect irene and benicio from the vengeful masterminds behind the robbery,0.2,0.0
2011,tt1596343,fast five,ok,129461348,1,217326947.0,"['Action', 'Thriller', 'Crime']","['Original Film', 'Universal Pictures', 'One Race']",former cop brian oconner partners with excon dom toretto on the opposite side of the law since brian and mia toretto broke dom out of custody theyve blown across many borders to elude authorities now backed into a corner in rio de janeiro they must pull one last job in order to gain their freedom,0.0,0.0
2011,tt1622979,final destination 5,men,41427631,0,44107629.0,"['Horror', 'Mystery']","['Parallel Zide', 'New Line Cinema', 'Practical Pictures']",in this fifth installment death is just as omnipresent as ever and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse but this group of unsuspecting souls was never supposed to survive and in a terrifying race against time the illfated group frantically tries to discover a way to escape death’s sinister agenda,0.0,0.0
2011,tt1068242,footloose,ok,24856579,1,53651623.0,"['Drama', 'Music', 'Romance']","['Weston Pictures', 'Dylan Sellers Productions', 'Zadan / Meron Productions']",ren maccormack is transplanted from boston to the small southern town of bomont where loud music and dancing are prohibited not one to bow to the status quo ren challenges the ban revitalizing the town and falling in love with the minister’s troubled daughter ariel in the process,0.0,0.0
2011,tt1438176,fright night,dubious,31070724,0,18951742.0,"['Horror', 'Comedy']","['Gaeta / Rosenzweig Films', 'DreamWorks Pictures', 'Michael De Luca Productions', 'Reliance Entertainment']",a teenager suspects his new neighbour is a vampire unable to convince anyone he tries to enlist the help of a selfproclaimed vampire hunter and magician,0.5,0.0
2011,tt1133985,green lantern,notalk,207138157,0,120762760.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['DC Entertainment', 'De Line Pictures', 'Warner Bros. Pictures']",for centuries a small but powerful force of warriors called the green lantern corps has sworn to keep intergalactic order each green lantern wears a ring that grants him superpowers but when a new enemy called parallax threatens to destroy the balance of power in the universe their fate and the fate of earth lie in the hands of the first human ever recruited,0.0,0.0
2011,tt0480687,hall pass,men,37284868,0,46668987.0,"['Comedy', 'Romance']","['New Line Cinema', 'Conundrum Entertainment']",when best buds rick and fred begin to show signs of restlessness at home their wives take a bold approach to revitalize their marriages they grant the guys a hall pass—one week of freedom to do whatever they want at first it seems like a dream come true but they quickly discover that their expectations of the single life—and themselves—are completely and hilariously out of sync with reality,0.0,0.0
2011,tt0993842,hanna,ok,31070724,1,41695999.0,"['Action', 'Thriller', 'Adventure']","['Focus Features', 'Neunte Babelsberg Film', 'Holleran Company', 'Sechzehnte Babelsberg Film']",raised by her father an excia agent in the wilds of finland hannas upbringing has been geared to making her the perfect assassin sent into the world by her father on a mission hanna journeys across europe eluding agents dispatched after her by a ruthless intelligence operative as she nears her ultimate target hanna faces startling revelations about her existence,0.3333333333333333,0.0
2011,tt1201607,harry potter and the deathly hallows part 2,notalk,129461348,0,394609809.0,"['Fantasy', 'Adventure']","['Warner Bros. Pictures', 'Heyday Films']",harry ron and hermione continue their quest to vanquish the evil voldemort once and for all just as things begin to look hopeless for the young wizards harry discovers a trio of magical objects that endow him with powers to rival voldemorts formidable skills,0.3333333333333333,0.0
2011,tt1506999,haywire,nowomen,23820888,0,19618465.0,"['Action', 'Drama', 'Thriller']","['Relativity Media', 'Screen Ireland']",a black ops soldier seeks payback after she is betrayed and left for dead,0.0,0.0
2011,tt1403177,hesher,notalk,7249836,0,396614.0,['Drama'],"['Handsomecharlie Films', 'American Work', 'CatchPlay', 'Corner Store Entertainment', 'The Last Picture Company', 'Dreamagine Entertainment', 'Filmula', 'DRO Entertainment']",a young boy has lost his mother and is losing touch with his father and the world around him then he meets hesher who manages to make his life even more chaotic,0.1428571428571428,0.0
2011,tt1640459,hobo with a shotgun,nowomen,3107072,0,728476.0,"['Crime', 'Action', 'Thriller']","['Yer Dead Productions', 'Rhombus Media', 'Téléfilm Canada', 'Whizbang Films']",a vigilante homeless man pulls into a new city and finds himself trapped in urban chaos a city where crime rules and where the citys crime boss reigns seeing an urban landscape filled with armed robbers corrupt cops abused prostitutes and even a pedophile santa the hobo goes about bringing justice to the city the best way he knows how  with a 20gauge shotgun mayhem ensues when he tries to make things better for the future generation street justice will indeed prevail,0.0,0.0
2011,tt1411704,hop,men,65248520,0,111942955.0,"['Animation', 'Comedy', 'Family']","['Illumination', 'Universal Pictures']",eb the easter bunnys teenage son heads to hollywood determined to become a drummer in a rock n roll band in la hes taken in by fred after the outofwork slacker hits eb with his car,0.5,0.0
2011,tt1499658,horrible bosses,ok,36249178,1,121733603.0,"['Comedy', 'Crime']","['New Line Cinema', 'Rat Entertainment']",for nick kurt and dale the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust quitting is not an option so with the benefit of a fewtoomany drinks and some dubious advice from a hustling excon the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers permanently,0.0,0.0
2011,tt0970179,hugo,dubious,186424342,0,76500789.0,"['Adventure', 'Drama', 'Family']","['Paramount', 'Infinitum Nihil', 'GK Films']",orphaned and alone except for an uncle hugo cabret lives in the walls of a train station in 1930s paris hugos job is to oil and maintain the stations clocks but to him his more important task is to protect a broken automaton and notebook left to him by his late father accompanied by the goddaughter of an embittered toy merchant hugo embarks on a quest to solve the mystery of the automaton and find a place he can call home,0.0,0.0
2011,tt1464540,i am number four,notalk,51784539,0,57067015.0,"['Action', 'Thriller', 'Science Fiction', 'Adventure']","['Touchstone Pictures', 'Reliance Big Entertainment', 'Bay Films', 'DreamWorks Pictures']",a teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this scifi action thriller with three dead and one on the run the race to find the elusive number four begins outwardly normal teen john smith never gets too comfortable in the same identity and along with his guardian henri he is constantly moving from town to town with each passing day john gains a stronger grasp on his extraordinary new powers and his bond to the beings that share his fantastic fate grows stronger,0.0,0.0
2011,tt1253864,immortals,men,77676809,0,86484341.0,"['Fantasy', 'Action', 'Drama']","['Relativity Media', 'Virgin Produced']",theseus is a mortal man chosen by zeus to lead the fight against the ruthless king hyperion who is on a rampage across greece to obtain a weapon that can destroy humanity,0.0,0.0
