year,imdb,title,clean_test,budget_2013$,binary_PASS,domgross_2013$,genres,prod_comps,overview,perc_women_producers,perc_women_directors
2013,tt1711425,21  over,notalk,13000000,0,25682380.0,['Comedy'],"['Mandeville Films', 'Relativity Media', 'SkyLand Entertainment', 'Virgin Produced']",brilliant student jeff chang has the most important interview of his life tomorrow  but today is still his birthday what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan,0.0,0.0
2012,tt1343727,dredd 3d,ok,45658735,1,13611086.0,"['Action', 'Science Fiction']","['Rena Film', 'DNA Films', 'Reliance Big Entertainment', 'IM Global', 'Peach Trees']",in the future america is a dystopian wasteland the latest scourge is mama a prostituteturneddrug pusher with a dangerous new drug and aims to take over the city the only possibility of stopping her is an elite group of urban police called judges who combine the duties of judge jury and executioner to deliver a brutal brand of swift justice but even the topranking judge dredd discovers that taking down mama isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series,0.0,0.0
2013,tt2024544,12 years a slave,notalk,20000000,0,53107035.0,"['Drama', 'History']","['New Regency Pictures', 'Plan B Entertainment', 'River Road Entertainment', 'Regency Enterprises', 'Film4 Productions']",in the precivil war united states solomon northup a free black man from upstate new york is abducted and sold into slavery facing cruelty as well as unexpected kindnesses solomon struggles not only to stay alive but to retain his dignity in the twelfth year of his unforgettable odyssey solomon’s chance meeting with a canadian abolitionist will forever alter his life,0.25,0.0
2013,tt1272878,2 guns,notalk,61000000,0,75612460.0,"['Action', 'Comedy', 'Crime']","['Universal Pictures', 'Marc Platt Productions', 'EFO Films', 'Envision Entertainment', 'TriStar Pictures', 'Stage 6 Films', 'Foresight Unlimited', 'Oasis Entertainment', 'Herrick Entertainment', 'BOOM! Studios', 'Empyre Media Capital']",a dea agent and an undercover naval intelligence officer who have been tasked with investigating one another find they have been set up by the mob  the very organization the two men believe they have been stealing money from,0.0,0.0
2013,tt0453562,42,men,40000000,0,95020213.0,['Drama'],"['Warner Bros. Pictures', 'Legendary Pictures']",the powerful story of jackie robinson the legendary baseball player who broke major league baseball’s color barrier when he joined the roster of the brooklyn dodgers the film follows the innovative dodgers’ general manager branch rickey the mlb executive who first signed robinson to the minors and then helped to bring him up to the show,0.0,0.0
2013,tt1335975,47 ronin,men,225000000,0,38362475.0,"['Drama', 'Action', 'Fantasy']","['Mid Atlantic Films', 'Stuber Productions', 'Moving Picture Company', 'H2F Entertainment', 'Universal Pictures', 'Relativity Media']",kai—an outcast—joins oishi the leader of 47 outcast samurai  together they seek vengeance upon the treacherous overlord who killed their master and banished their kind  to restore honour to their homeland the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors,0.3333333333333333,0.0
2013,tt1606378,a good day to die hard,notalk,92000000,0,67349198.0,"['Action', 'Thriller']","['Mid Atlantic Films', 'Ingenious Media', 'Dune Entertainment', 'Big Screen Productions', 'Temple Hill Entertainment', 'TSG Entertainment', 'Giant Pictures', 'Origo Film Group', '20th Century Fox']",iconoclastic takenoprisoners cop john mcclane finds himself for the first time on foreign soil after traveling to moscow to help his wayward son jack  unaware that jack is really a highlytrained cia operative out to stop a nuclear weapons heist with the russian underworld in pursuit and battling a countdown to war the two mcclanes discover that their opposing methods make them unstoppable heroes,0.0,0.0
2013,tt2194499,about time,ok,12000000,1,15323921.0,"['Drama', 'Romance', 'Fantasy']","['Working Title Films', 'Translux', 'Universal Pictures', 'Relativity Media']",the night after another unsatisfactory new years party tims father tells his son that the men in his family have always had the ability to travel through time they cant change history but they can change what happens and has happened in their own lives thus begins the start of a lesson in learning to appreciate life itself as it is as it comes and most importantly the people living alongside us,0.3333333333333333,0.0
2013,tt1814621,admission,ok,13000000,1,18007317.0,"['Comedy', 'Drama', 'Romance']","['Focus Features', 'Depth of Field']",straitlaced princeton university admissions officer portia nathan is caught offguard when she makes a recruiting visit to an alternative high school overseen by her former college classmate the freewheeling john pressman pressman has surmised that jeremiah his gifted yet very unconventional student might well be the son that portia secretly gave up for adoption many years ago,0.0,0.0
2013,tt1815862,after earth,notalk,130000000,0,60522097.0,"['Science Fiction', 'Action', 'Adventure']","['Columbia Pictures', 'Overbrook Entertainment', 'Blinding Edge Pictures', 'Sony Pictures']",one thousand years after cataclysmic events forced humanitys escape from earth nova prime has become mankinds new home legendary general cypher raige returns from an extended tour of duty to his estranged family ready to be a father to his 13yearold son kitai when an asteroid storm damages cypher and kitais craft they crashland on a now unfamiliar and dangerous earth as his father lies dying in the cockpit kitai must trek across the hostile terrain to recover their rescue beacon his whole life kitai has wanted nothing more than to be a soldier like his father today he gets his chance,0.25,0.0
2013,tt1800241,american hustle,ok,40000000,1,148430908.0,"['Drama', 'Crime']","['Annapurna Pictures', 'Atlas Entertainment', 'Columbia Pictures']",a conman and his seductive partner are forced to work for a wild fbi agent who pushes them into a world of jersey powerbrokers and the mafia,0.25,0.0
2013,tt1322269,august osage county,ok,25000000,1,37304874.0,"['Comedy', 'Drama']","['Jean Doumanian Productions', 'Smoke House Pictures']",a look at the lives of the strongwilled women of the weston family whose paths have diverged until a family crisis brings them back to the midwest house they grew up in and to the dysfunctional woman who raised them,0.2,0.0
2013,tt1559547,beautiful creatures,ok,50000000,1,19452138.0,"['Fantasy', 'Drama', 'Romance']","['Alcon Entertainment', 'Belle Pictures', '3 Arts Entertainment', 'Warner Bros. Pictures']",ethan wate just wants to get to know lena duchannes better but unbeknownst to him lena has strange powers  as lenas 16th birthday approaches she might decide her fate to be good or evil  a choice which will impact her relationship forever,0.2,0.0
2013,tt2334873,blue jasmine,ok,18000000,1,33345833.0,['Drama'],"['Gravier Productions', 'Perdido Productions']",after experiencing a traumatic misfortune jasmine french a wealthy woman from new york moves to san francisco to live with her foster sister ginger and the firm purpose of getting a new life but she will be haunted by anxiety and memories of the past,0.3333333333333333,0.0
2013,tt1535109,captain phillips,notalk,55000000,0,107136417.0,"['Action', 'Drama', 'Thriller']","['Columbia Pictures', 'Michael De Luca Productions', 'Scott Rudin Productions', 'Trigger Street Productions']",the true story of captain richard phillips and the 2009 hijacking by somali pirates of the usflagged mv maersk alabama the first american cargo ship to be hijacked in two hundred years,0.0,0.0
2013,tt1939659,carrie,ok,30000000,1,35266619.0,"['Drama', 'Horror']","['Misher Films', 'Screen Gems', 'Metro-Goldwyn-Mayer']",a reimagining of the classic horror tale about carrie white a shy girl outcast by her peers and sheltered by her deeply religious mother who unleashes telekinetic terror on her small town after being pushed too far at her senior prom,0.0,1.0
2013,tt1985966,cloudy with a chance of meatballs 2,nowomen,78000000,0,119640264.0,"['Animation', 'Family', 'Comedy']","['Columbia Pictures', 'Sony Pictures Animation']",after the disastrous food storm in the first film flint and his friends are forced to leave the town flint accepts the invitation from his idol chester v to join the live corp company which has been tasked to clean the island and where the best inventors in the world create technologies for the betterment of mankind when flint discovers that his machine still operates and now creates mutant food beasts like living pickles hungry tacodiles shrimpanzees and apple piethons he and his friends must return to save the world,0.0,0.0
2013,tt1690953,despicable me 2,ok,76000000,1,368065385.0,"['Animation', 'Comedy', 'Family']","['Illumination', 'Universal Pictures']",gru is recruited by the antivillain league to help deal with a powerful new super criminal,0.0,0.0
2013,tt2229499,don jon,dubious,5500000,0,24477704.0,"['Romance', 'Comedy', 'Drama']","['Ram Bergman Productions', 'HitRecord Films', 'Voltage Pictures']",a new jersey guy dedicated to his family friends and church develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love,0.0,0.0
2013,tt1535108,elysium,ok,120000000,1,93050117.0,"['Science Fiction', 'Action', 'Drama', 'Thriller']","['Genre Films', 'TriStar Pictures', 'MRC', 'QED International', 'Alpha Core', 'Simon Kinberg Productions', 'Sony Pictures']",in the year 2159 two classes of people exist the very wealthy who live on a pristine manmade space station called elysium and the rest who live on an overpopulated ruined earth secretary rhodes a hard line government ofﬁcial will stop at nothing to enforce antiimmigration laws and preserve the luxurious lifestyle of the citizens of elysium that doesn’t stop the people of earth from trying to get in by any means they can when unlucky max is backed into a corner he agrees to take on a daunting mission that if successful will not only save his life but could bring equality to these polarized worlds,0.0,0.0
2013,tt1731141,enders game,men,110000000,0,61737191.0,"['Science Fiction', 'Action', 'Adventure']","['Digital Domain', 'Chartoff Productions', 'Taleswapper', 'K/O Paper Products', 'OddLot Entertainment']",based on the classic novel by orson scott card enders game is the story of the earths most gifted children training to defend their homeplanet in the space wars of the future,0.375,0.0
2013,tt0848537,epic,ok,100000000,1,107518682.0,"['Animation', 'Adventure', 'Family', 'Fantasy']","['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']",a teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place she bands together with a ragtag group characters in order to save their world—and ours,0.5,0.0
2013,tt0765446,escape from planet earth,ok,40000000,1,57012977.0,"['Animation', 'Comedy', 'Adventure', 'Family', 'Science Fiction']","['Rainmaker Studios', 'Mainframe Entertainment', 'The Weinstein Company']",astronaut scorch supernova finds himself caught in a trap when he responds to an sos from a notoriously dangerous alien planet,0.0,0.0
2013,tt1211956,escape plan,men,70000000,0,25213103.0,"['Action', 'Thriller']","['Knightsbridge Entertainment', 'Summit Entertainment', 'Atmosphere Entertainment MM', 'EFO Films', 'Mark Canton Productions', 'Envision Entertainment', 'Boies/Schiller Film Group']",ray breslin is the worlds foremost authority on structural security after analyzing every high security prison and learning a vast array of survival skills so he can design escapeproof prisons his skills are put to the test hes framed and incarcerated in a master prison he designed himself he needs to escape and find the person who put him behind bars,0.2,0.0
2013,tt1288558,evil dead,ok,17000000,1,54239856.0,['Horror'],"['TriStar Pictures', 'FilmDistrict', 'Ghost House Pictures']",five young friends find the mysterious and fiercely powerful book of the dead and unable to resist its temptation release a violent demon on a bloodthirsty quest to possess them all,0.0,0.0
2013,tt1905041,fast and furious 6,ok,160000000,1,238679850.0,"['Action', 'Thriller', 'Crime']","['Universal Pictures', 'Relativity Media', 'Original Film', 'One Race', 'Fuji Television Network', 'F & F VI Productions A.I.E', 'dentsu']",hobbs has dominic and brian reassemble their crew to take down a team of mercenaries dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend letty,0.0,0.0
2013,tt2294629,frozen,ok,150000000,1,393050114.0,"['Animation', 'Family', 'Adventure', 'Fantasy']","['Walt Disney Pictures', 'Walt Disney Animation Studios']",young princess anna of arendelle dreams about finding true love at her sister elsa’s coronation fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom shes accompanied by ice delivery man kristoff his reindeer sven and snowman olaf on an adventure where she will find out what friendship courage family and true love really means,0.0,0.5
2013,tt1583421,gi joe retaliation,ok,140000000,1,122523060.0,"['Science Fiction', 'Adventure', 'Action', 'Thriller']","['Paramount', 'Hasbro', 'Di Bonaventura Pictures', 'Saints LA', 'Metro-Goldwyn-Mayer', 'Skydance Media']",framed for crimes against the country the gi joe team is terminated by presidential order this forces the gi joes into not only fighting their mortal enemy cobra they are forced to contend with threats from within the government that jeopardize their very existence,0.0,0.0
2013,tt1321870,gangster squad,notalk,60000000,0,46000903.0,"['Crime', 'Drama', 'Action', 'Thriller']","['Village Roadshow Pictures', 'Lin Pictures', 'Langley Park Production', 'Warner Bros. Pictures']",los angeles 1949 ruthless brooklynborn mob king mickey cohen runs the show in this town reaping the illgotten gains from the drugs the guns the prostitutes and — if he has his way — every wire bet placed west of chicago and he does it all with the protection of not only his own paid goons but also the police and the politicians who are under his control it’s enough to intimidate even the bravest streethardened cop… except perhaps for the small secret crew of lapd outsiders led by sgt john o’mara and jerry wooters who come together to try to tear cohen’s world apart,0.0,0.0
2013,tt2425486,gloria,ok,30000000,1,4167493.0,"['Comedy', 'Drama']","['Nephilim Producciones', 'Forastero']",gloria is a 58yearold divorcée her children have all left home but she has no desire to spend her days and nights alone determined to defy old age and loneliness she rushes headlong into a whirl of singles’ parties on the hunt for instant gratification – which only leads to repeated disappointment and enduring emptiness but when gloria meets rodolfo an exnaval officer seven years her senior she begins to imagine the possibility of a permanent relationship,0.0,0.0
2013,tt1454468,gravity,nowomen,110000000,0,271814796.0,"['Science Fiction', 'Thriller', 'Drama']","['Esperanto Filmoj', 'Warner Bros. Pictures', 'Heyday Films']",dr ryan stone a brilliant medical engineer on her first shuttle mission with veteran astronaut matt kowalsky in command of his last flight before retiring but on a seemingly routine spacewalk disaster strikes the shuttle is destroyed leaving stone and kowalsky completely alonetethered to nothing but each other and spiraling out into the blackness of space the deafening silence tells them they have lost any link to earth and any chance for rescue as fear turns to panic every gulp of air eats away at what little oxygen is left but the only way home may be to go further out into the terrifying expanse of space,0.0,0.0
2013,tt2191701,grown ups 2,men,80000000,0,133668525.0,['Comedy'],"['Columbia Pictures', 'Sony Pictures', 'Happy Madison Productions']",lenny has relocated his family back to the small town where he and his friends grew up this time around the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school,0.0,0.0
2013,tt1428538,hansel  gretel witch hunters,ok,50000000,1,55703475.0,"['Fantasy', 'Horror', 'Action']","['Paramount', 'MTV Films', 'Gary Sanchez Productions', 'Studio Babelsberg', 'Metro-Goldwyn-Mayer', 'Deutscher Filmförderfonds']",after getting a taste for blood as children hansel and gretel have become the ultimate vigilantes hellbent on retribution now unbeknownst to them hansel and gretel have become the hunted and must face an evil far greater than witches their past,0.0,0.0
2013,tt1798709,her,men,23000000,0,25000178.0,"['Romance', 'Science Fiction', 'Drama']","['Annapurna Pictures', 'Warner Bros. Pictures', 'Ascot Elite - Ascot Life!']",in the not so distant future theodore a lonely writer purchases a newly developed operating system designed to meet the users every need to theodores surprise a romantic relationship develops between him and his operating system this unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all,0.3333333333333333,0.0
2013,tt2024432,identity thief,men,35000000,0,134506920.0,"['Comedy', 'Crime']","['Stuber Productions', 'Aggregate Films', 'DumbDumb', 'Universal Pictures']",when a mildmannered businessman learns his identity has been stolen he hits the road in an attempt to foil the thief  a trip that puts him in the path of a deceptively harmlesslooking woman,0.3333333333333333,0.0
2013,tt2226417,insidious chapter 2,men,5000000,0,83586447.0,"['Horror', 'Thriller']","['FilmDistrict', 'Blumhouse Productions', 'Stage 6 Films', 'Entertainment One', 'Alliance Films']",the haunted lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world,0.0,0.0
2013,tt1300854,iron man 3,dubious,200000000,0,408992272.0,"['Action', 'Adventure', 'Science Fiction']",['Marvel Studios'],when tony starks world is torn apart by a formidable terrorist called the mandarin he starts an odyssey of rebuilding and retribution,0.0,0.0
2013,tt1351685,jack the giant slayer,nowomen,195000000,0,65187603.0,"['Fantasy', 'Action', 'Adventure', 'Family']","['New Line Cinema', 'Legendary Pictures', 'Original Film', 'Big Kid Pictures', 'Bad Hat Harry Productions', 'Warner Bros. Pictures']",the story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants unleashed on the earth for the first time in centuries the giants strive to reclaim the land they once lost forcing the young man jack into the battle of his life to stop them fighting for a kingdom its people and the love of a brave princess he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself,0.0,0.0
2013,tt1650554,kickass 2,ok,28000000,1,28795985.0,"['Action', 'Adventure', 'Crime']","['Marv Films', 'Universal Pictures', 'dentsu', 'Plan B Entertainment']",after kickass’ insane bravery inspires a new wave of selfmade masked crusaders he joins a patrol led by the colonel stars and stripes when these amateur superheroes are hunted down by red mist — reborn as the mother fucker — only the bladewielding hitgirl can prevent their annihilation,0.0,0.0
2013,tt1204975,last vegas,notalk,28000000,0,63914167.0,['Comedy'],"['Gidden Media', 'CBS Films', 'Good Universe', 'Laurence Mark Productions', 'Outlaw Sinema', 'Mandate International']",aging pals billy paddy archie and sam have been best friends since childhood when billy finally proposes to his muchyounger girlfriend all four friends go to las vegas to celebrate the end of billys longtime bachelorhood and relive their glory days however the four quickly realize that the intervening decades have changed sin city and tested their friendship in ways they had not imagined,0.0,0.0
2013,tt1327773,lee daniels the butler,ok,30000000,1,116632095.0,['Drama'],"['Follow Through Productions', 'Salamander Pictures', 'Laura Ziskin Productions', 'Lee Daniels Entertainment', 'Pam Williams Productions', 'Windy Hill Pictures']",a look at the life of cecil gaines who served eight presidents as the white houses head butler from 1952 to 1986 and had a unique frontrow seat as political and racial history was made,0.2,0.0
2013,tt2002718,machete kills,ok,2000000,1,8008161.0,"['Action', 'Crime', 'Thriller']","['Open Road Films', 'Overnight Films', 'AR Films', 'Aldamisa Entertainment', 'Demarest Films', '1821 Pictures', 'Quick Draw Productions', 'Universal Pictures']",exfederale agent machete is recruited by the president of the united states for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet,0.0,0.0
2013,tt2023587,mama,ok,15000000,1,71628180.0,['Horror'],"['Universal Pictures', 'Toma 78', 'De Milo']",guillermo del toro presents mama a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed when they are rescued years later and begin a new life they find that someone or something still wants to come tuck them in at night,0.5,0.0
2013,tt0770828,man of steel,ok,225000000,1,291045518.0,"['Action', 'Adventure', 'Science Fiction']","['DC Entertainment', 'Syncopy', 'Peters Entertainment', 'Warner Bros. Pictures']",a young boy learns that he has extraordinary powers and is not of this earth as a young man he journeys to discover where he came from and what he was sent here to do but the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind,0.5,0.0
2013,tt1821549,nebraska,ok,12000000,1,17482517.0,"['Drama', 'Adventure']","['Paramount Vantage', 'Bona Fide Productions']",an aging boozeaddled father takes a trip from montana to nebraska with his estranged son in order to claim what he believes to be a milliondollar sweepstakes prize,0.0,0.0
2013,tt1670345,now you see me,notalk,75000000,0,117723989.0,"['Thriller', 'Crime']","['Summit Entertainment', 'K/O Paper Products', 'SOIXAN7E QUIN5E', 'See Me Louisiana']",an fbi agent and an interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money,0.0,0.0
2013,tt1483013,oblivion,men,120000000,0,89107235.0,"['Action', 'Science Fiction', 'Adventure', 'Mystery']","['Universal Pictures', 'Relativity Media', 'Monolith Pictures (III)', 'Chernin Entertainment', 'Radical Studios']",jack harper is one of the last few drone repairmen stationed on earth part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the scavs jack’s mission is nearly complete his existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands,0.0,0.0
2013,tt2302755,olympus has fallen,notalk,70000000,0,98927592.0,"['Action', 'Thriller']","['Millennium Films', 'G-BASE', 'Nu Image']",when the white house secret service code olympus is captured by a terrorist mastermind and the president is kidnapped disgraced former presidential guard mike banning finds himself trapped within the building as the national security team scrambles to respond they are forced to rely on bannings inside knowledge to help retake the white house save the president and avert an even bigger disaster,0.0,0.0
2013,tt1623205,oz the great and powerful,ok,200000000,1,234770996.0,"['Fantasy', 'Adventure', 'Family']","['Roth Films', 'Walt Disney Pictures']",oscar diggs a smalltime circus illusionist and conartist is whisked from kansas to the land of oz where the inhabitants assume hes the great wizard of prophecy there to save oz from the clutches of evil,0.0,0.0
2013,tt1663662,pacific rim,notalk,190000000,0,101802906.0,"['Action', 'Science Fiction', 'Adventure']","['Double Dare You Productions', 'Legendary Pictures']",using massive piloted robots to combat the alien threat earths survivors take the fight to the invading alien force lurking in the depths of the pacific ocean nearly defenseless in the face of the relentless enemy the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earths final hope against the mounting apocalypse,0.25,0.0
2013,tt1980209,pain  gain,notalk,26000000,0,49875291.0,"['Action', 'Crime', 'Comedy']","['Paramount', 'De Line Pictures']",daniel lugo manager of the sun gym in 1990s miami decides that there is only one way to achieve his version of the american dream extortion to achieve his goal he recruits musclemen paul and adrian as accomplices after several failed attempts they abduct rich businessman victor kershaw and convince him to sign over all his assets to them but when kershaw makes it out alive authorities are reluctant to believe his story,0.0,0.0
2013,tt1904996,parker,ok,35000000,1,17616641.0,"['Action', 'Crime']","['Incentive Filmed Entertainment', 'Sierra/Affinity', 'Alexander/Mitchell Productions', 'Current Entertainment', 'Sidney Kimmel Entertainment', 'Anvil Films']",a thief with a unique code of professional ethics is doublecrossed by his crew and left for dead assuming a new disguise and forming an unlikely alliance with a woman on the inside he looks to hijack the score of the crews latest heist,0.0,0.0
2013,tt1699755,peeples,dubious,15000000,0,9177065.0,['Comedy'],"['34th Street Films', 'Homegrown Pictures']",the story follows what happens when a child psychologist surprises his girlfriend by showing up at her political familys annual gettogether at their sag harbor vacation home only to find them desperately in need of therapy,0.2,1.0
2013,tt1854564,percy jackson sea of monsters,ok,90000000,1,68559554.0,"['Adventure', 'Family', 'Fantasy']","['Fox 2000 Pictures', 'Sunswept Entertainment', '1492 Pictures', 'TSG Entertainment']",in their quest to confront the ultimate evil percy and his friends battle swarms of mythical creatures to find the mythical golden fleece and to stop an ancient evil from rising,0.5,0.0
2013,tt1392214,prisoners,ok,46000000,1,61002302.0,"['Drama', 'Thriller', 'Crime']","['Madhouse Entertainment', 'Alcon Entertainment', '8:38 Productions', 'Warner Bros. Pictures', 'Summit Entertainment']",keller dover faces a parents worst nightmare when his 6yearold daughter anna and her friend go missing the only lead is an old motorhome that had been parked on their street the head of the investigation detective loki arrests the driver but a lack of evidence forces loki to release his only suspect dover knowing that his daughters life is at stake decides that he has no choice but to take matters into his own hands,0.0,0.0
2013,tt0790736,ripd,notalk,130000000,0,33618855.0,"['Fantasy', 'Action', 'Comedy', 'Crime']","['Universal Pictures', 'Dark Horse Entertainment', 'Original Film']",a recently slain cop joins a team of undead police officers working for the rest in peace department and tries to find the man who murdered him,0.0,0.0
2013,tt1821694,red 2,ok,84000000,1,53262560.0,"['Action', 'Comedy', 'Crime', 'Thriller']","['Di Bonaventura Pictures', 'Summit Entertainment', 'DC Comics', 'DC Entertainment', 'Saints LA', 'NeoReel', 'Etalon-Film']",retired cia agent frank moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device,0.0,0.0
2013,tt1411250,riddick,notalk,38000000,0,42025135.0,"['Science Fiction', 'Action', 'Thriller']","['One Race', 'Riddick Canada Productions', 'Radar Pictures', 'Universal Pictures']",betrayed by his own kind and left for dead on a desolate planet riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before soon bounty hunters from throughout the galaxy descend on riddick only to find themselves pawns in his greater scheme for revenge with his enemies right where he wants them riddick unleashes a vicious attack of vengeance before returning to his home planet of furya to save it from destruction,0.3333333333333333,0.0
2013,tt2364841,runner runner,nowomen,30000000,0,19316646.0,"['Crime', 'Thriller', 'Drama']","['Regency Enterprises', 'Double Feature Films', 'Appian Way', 'Stone Village Pictures', 'New Regency Pictures']",when a poor college student who cracks an online poker game goes bust he arranges a facetoface with the man he thinks cheated him a sly offshore entrepreneur,0.2857142857142857,0.0
2013,tt1979320,rush,notalk,38000000,0,26947624.0,"['Drama', 'Action']","['Double Negative', 'Exclusive Media', 'Cross Creek Pictures', 'Revolution Films', 'Working Title Films', 'Imagine Entertainment', 'Universal Pictures']",a biographical drama centered on the rivalry between formula 1 drivers james hunt and niki lauda during the 1976 formula one motorracing season,0.0,0.0
2013,tt1702439,safe haven,ok,28000000,1,71399120.0,"['Romance', 'Thriller']","['Relativity Media', 'Temple Hill Entertainment']",a young woman with a mysterious past lands in southport north carolina where her bond with a widower forces her to confront the dark secret that haunts her,0.0,0.0
2013,tt2140373,saving mr banks,ok,35000000,1,82834332.0,"['Comedy', 'Drama', 'History']","['Hopscotch Features', 'Walt Disney Pictures', 'Ruby Films', 'Essential Media and Entertainment', 'BBC Film']",author pl travers looks back on her childhood while reluctantly meeting with walt disney who seeks to adapt her mary poppins books for the big screen,0.3333333333333333,0.0
2013,tt2053463,side effects,ok,30000000,1,32172757.0,"['Thriller', 'Crime', 'Drama']","['Di Bonaventura Pictures', 'Endgame Entertainment']",a woman turns to prescription medication as a way of handling her anxiety concerning her husbands upcoming release from prison,0.0,0.0
2013,tt1408101,star trek into darkness,notalk,190000000,0,228778661.0,"['Action', 'Adventure', 'Science Fiction']","['Bad Robot', 'Paramount', 'Kurtzman/Orci', 'Skydance Media']",when the crew of the enterprise is called back home they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for leaving our world in a state of crisis  with a personal score to settle captain kirk leads a manhunt to a warzone world to capture a one man weapon of mass destruction as our heroes are propelled into an epic chess game of life and death love will be challenged friendships will be torn apart and sacrifices must be made for the only family kirk has left his crew,0.0,0.0
2013,tt1572315,texas chainsaw 3d,ok,20000000,1,34341945.0,"['Horror', 'Thriller']","['Nu Image', 'Lionsgate', 'Millennium Films']",a young woman learns that she has inherited a texas estate from her deceased grandmother after embarking on a road trip with friends to uncover her roots she finds she is the sole owner of a lavish isolated victorian mansion but her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars,0.0,0.0
2013,tt1931435,the big wedding,ok,32500000,1,21819348.0,['Comedy'],"['Millennium Films', 'Two Ton Films']",to the amusement of their adult children and friends long divorced couple don and ellie griffin are once again forced to play the happy couple for the sake of their adopted sons wedding after his ultra conservative biological mother unexpectedly decides to fly halfway across the world to attend with all of the wedding guests looking on the griffins are hilariously forced to confront their past present and future  and hopefully avoid killing each other in the process,0.0,0.0
2013,tt0816442,the book thief,ok,19000000,1,21345525.0,['Drama'],"['Studio Babelsberg', 'Fox 2000 Pictures', 'Sunswept Entertainment']",while subjected to the horrors of wwii germany young liesel finds solace by stealing books and sharing them with others under the stairs in her home a jewish refugee is being sheltered by her adoptive parents,0.5,0.0
2013,tt1911644,the call,ok,13000000,1,51872378.0,"['Crime', 'Thriller']","['TriStar Pictures', 'WWE Studios', 'Troika Pictures', 'Stage 6 Films', 'Amasia Entertainment']",jordan turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly jordan is rattled and unsure if she can continue but when teenager casey welson is abducted in the back of a mans car and calls 911 jordan is the one called upon to use all of her experience insights and quick thinking to help casey escape and not just to save her but to make sure the man is brought to justice,0.0,0.0
2013,tt1457767,the conjuring,ok,20000000,1,137400141.0,"['Horror', 'Thriller']","['Evergreen Media Group', 'New Line Cinema', 'The Safran Company']",paranormal investigators ed and lorraine warren work to help a family terrorized by a dark presence in their farmhouse forced to confront a powerful entity the warrens find themselves caught in the most terrifying case of their lives,0.0,0.0
2013,tt2193215,the counselor,ok,25000000,1,16973715.0,"['Thriller', 'Crime', 'Drama']","['Scott Free Productions', 'TSG Entertainment', 'Ingenious Media', 'Fox 2000 Pictures', 'Nick Wechsler Productions', 'Chockstone Pictures', 'Big Screen Productions', 'Kanzaman Productions']",a lawyer finds himself in far over his head when he attempts to get involved in drug trafficking,0.0,0.0
2013,tt0481499,the croods,men,135000000,0,187168425.0,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Comedy', 'Action']","['DreamWorks Animation', '20th Century Fox']",the prehistoric croods family live in a particularly dangerous moment in time patriarch grug his mate ugga teenage daughter eep son thunk and feisty gran gather food by day and huddle together in a cave at night when a more evolved caveman named guy arrives on the scene grug is distrustful but it soon becomes apparent that guy is correct about the impending destruction of their world,0.0,0.0
2013,tt2404311,the family,men,30000000,0,36918811.0,"['Crime', 'Comedy', 'Action']","['Canal+', 'Grive Productions', 'EuropaCorp', 'Relativity Media', 'TF1', 'Malavita', 'TF1 Films Production']",the manzoni family a notorious mafia clan is relocated to normandy france under the witness protection program where fitting in soon becomes challenging as their old habits die hard,0.0,0.0
2013,tt1837703,the fifth estate,notalk,26000000,0,3254172.0,"['Drama', 'Thriller']","['Participant', 'Reliance Entertainment', 'Touchstone Pictures', 'Anonymous Content', 'DreamWorks Pictures']",a look at the relationship between wikileaks founder julian assange and his early supporter and eventual colleague daniel domscheitberg and how the websites growth and influence led to an irreparable rift between the two friends,0.0,0.0
